2025-06-11T01:24,11.6,65,WARN
2025-06-28T16:04,17.4,55,WARN
2025-06-20T01:42,3.6,22,FAULT
2025-06-06T08:14,-0.1,20,OK
2025-06-10T19:24,24.8,42,FAULT
2025-06-27T05:51,4.7,79,OK
2025-06-15T09:18,12.4,88,OK
2025-06-05T18:53,25.0,49,FAULT
2025-06-10T13:28,22.8,66,OK
2025-06-22T07:07,22.3,55,FAULT
2025-06-28T01:01,19.6,49,OK
2025-06-26T07:40,33.8,75,FAULT
2025-06-27T09:27,20.6,83,OK
2025-06-13T13:55,15.9,40,OK
2025-06-13T09:38,16.5,60,OK
2025-06-07T23:02,8.2,53,OK
2025-06-15T23:24,13.3,52,OK
2025-06-25T22:51,16.2,45,FAULT
2025-06-13T20:49,3.9,74,OK
2025-06-01T00:52,11.1,95,OK
2025-06-21T06:41,17.2,37,OK
2025-06-13T03:51,17.8,22,OK
2025-06-22T21:00,13.5,64,OK
2025-06-05T07:49,28.2,62,OK
2025-06-18T19:40,23.6,88,FAULT
2025-06-13T07:34,13.1,33,FAULT
2025-06-01T05:36,20.9,40,OK
2025-06-14T22:39,13.5,70,FAULT
2025-06-05T19:08,21.7,65,OK
2025-06-16T21:07,13.9,93,OK
2025-06-13T07:08,4.9,92,OK
2025-06-15T09:31,-2.9,27,OK
2025-06-15T09:17,3.8,27,OK
2025-06-25T21:57,4.9,55,FAULT
2025-06-22T10:57,22.8,56,OK
2025-06-26T17:58,7.9,31,OK
2025-06-04T05:59,21.6,21,WARN
2025-06-18T06:52,-0.3,37,FAULT
2025-06-21T11:13,22.1,68,OK
2025-06-16T06:43,23.7,37,FAULT
2025-06-12T08:22,17.8,47,OK
2025-06-21T01:18,39.6,87,OK
2025-06-19T08:15,29.9,21,OK
2025-06-18T00:32,29.2,48,WARN
2025-06-20T05:31,9.6,42,FAULT
2025-06-13T14:34,25.5,29,OK
2025-06-21T10:02,30.4,37,WARN
2025-06-26T15:25,35.1,73,WARN
2025-06-11T04:30,21.1,79,FAULT
2025-06-23T16:12,30.6,23,FAULT
2025-06-13T21:32,34.4,30,OK
2025-06-01T19:14,36.0,45,WARN
2025-06-11T06:19,23.7,44,OK
2025-06-14T18:03,21.5,53,OK
2025-06-27T06:21,10.4,54,OK
2025-06-01T08:00,11.6,32,OK
2025-06-14T12:11,20.5,55,WARN
2025-06-23T10:24,37.9,70,WARN
2025-06-05T05:45,36.9,90,OK
2025-06-24T10:19,30.9,34,OK
2025-06-14T18:25,27.1,69,FAULT
2025-06-19T17:32,2.5,32,FAULT
2025-06-06T09:59,27.8,91,WARN
2025-06-03T13:16,5.6,83,WARN
2025-06-22T11:24,5.1,27,OK
2025-06-20T06:26,26.2,23,OK
2025-06-07T23:09,20.3,48,FAULT
2025-06-25T19:03,13.5,47,OK
2025-06-06T10:50,3.3,23,FAULT
2025-06-23T17:11,26.6,32,OK
2025-06-18T11:45,32.6,41,WARN
2025-06-17T18:38,33.9,72,OK
2025-06-06T13:15,12.7,57,OK
2025-06-13T13:04,35.3,51,FAULT
2025-06-09T02:32,13.2,62,OK
2025-06-05T11:26,2.5,51,WARN
2025-06-06T21:15,9.9,91,WARN
2025-06-20T21:10,33.4,93,OK
2025-06-01T02:25,22.2,86,FAULT
2025-06-16T22:06,4.1,53,FAULT
2025-06-11T09:47,10.8,54,OK
2025-06-12T02:30,36.3,72,OK
2025-06-09T16:53,15.0,23,WARN
2025-06-16T16:06,12.9,62,OK
2025-06-17T21:02,33.9,56,FAULT
2025-06-25T05:08,30.3,44,FAULT
2025-06-25T18:54,22.6,84,OK
2025-06-11T03:21,-2.9,43,OK
2025-06-25T19:12,-1.5,53,WARN
2025-06-10T03:27,4.5,24,OK
2025-06-27T01:23,6.4,31,OK
2025-06-07T07:09,15.0,41,OK
2025-06-23T22:04,31.1,87,OK
2025-06-17T22:59,29.6,71,WARN
2025-06-23T06:04,32.8,38,FAULT
2025-06-17T00:51,1.9,92,FAULT
2025-06-13T12:43,0.2,87,FAULT
2025-06-09T04:47,21.7,57,FAULT
2025-06-16T23:01,11.6,75,OK
2025-06-26T07:30,2.9,86,OK
2025-06-04T11:18,9.0,48,OK
2025-06-13T02:45,21.6,36,FAULT
2025-06-26T14:37,15.0,27,OK
2025-06-15T06:11,27.3,85,OK
2025-06-25T05:17,31.2,37,FAULT
2025-06-15T07:20,22.3,23,OK
2025-06-11T23:14,39.5,29,FAULT
2025-06-23T23:20,6.3,34,OK
2025-06-04T05:59,15.3,32,OK
2025-06-07T02:21,17.8,25,FAULT
2025-06-16T03:54,21.8,22,OK
2025-06-19T23:39,5.6,39,OK
2025-06-24T20:03,-1.9,24,OK
2025-06-19T12:50,15.4,51,OK
2025-06-23T07:54,23.3,85,WARN
2025-06-19T20:05,29.5,44,OK
2025-06-11T18:17,8.7,79,OK
2025-06-03T16:25,11.1,63,WARN
2025-06-23T18:51,-4.9,55,FAULT
2025-06-01T17:03,8.3,93,WARN
2025-06-08T13:49,21.8,48,FAULT
2025-06-26T23:35,26.3,92,OK
2025-06-01T01:01,21.8,68,OK
2025-06-17T19:27,6.8,78,FAULT
2025-06-27T10:03,8.8,53,OK
2025-06-12T11:13,30.0,82,FAULT
2025-06-25T14:59,26.0,34,OK
2025-06-17T17:44,36.2,45,OK
2025-06-07T15:08,34.1,79,WARN
2025-06-18T10:31,3.0,77,OK
2025-06-13T21:34,34.7,78,FAULT
2025-06-15T20:00,23.4,30,OK
2025-06-25T13:39,15.3,47,OK
2025-06-28T17:11,11.4,64,OK
2025-06-24T23:02,39.8,26,WARN
2025-06-13T05:43,36.5,67,WARN
2025-06-16T14:09,20.1,55,OK
2025-06-09T02:56,34.4,22,WARN
2025-06-03T05:55,12.2,20,FAULT
2025-06-23T07:41,22.8,59,OK
2025-06-09T02:45,36.5,66,OK
2025-06-14T10:54,0.5,22,OK
2025-06-10T18:10,18.8,28,OK
2025-06-05T04:17,0.3,73,WARN
2025-06-08T02:52,39.3,82,OK
2025-06-07T17:11,21.2,50,OK
2025-06-27T21:01,4.7,52,OK
2025-06-05T21:16,39.8,90,OK
2025-06-12T10:41,7.9,21,OK
2025-06-24T16:45,32.5,88,FAULT
2025-06-03T01:12,35.3,45,OK
2025-06-03T01:21,11.6,64,OK
2025-06-20T10:03,24.1,70,OK
2025-06-19T01:01,31.1,93,OK
2025-06-28T15:02,16.4,36,OK
2025-06-06T12:23,21.3,75,OK
2025-06-22T14:56,-1.3,81,OK
2025-06-25T19:47,17.2,60,WARN
2025-06-08T10:10,38.9,60,OK
2025-06-05T21:37,29.1,38,OK
2025-06-06T03:17,-1.8,37,WARN
2025-06-01T09:02,28.2,50,WARN
2025-06-22T12:40,8.5,58,OK
2025-06-07T17:47,2.6,83,WARN
2025-06-22T14:36,24.0,25,WARN
2025-06-24T01:47,27.0,29,OK
2025-06-26T01:18,31.0,20,OK
2025-06-02T08:12,3.8,48,OK
2025-06-10T10:09,2.2,37,FAULT
2025-06-13T14:59,12.0,21,OK
2025-06-15T10:55,22.5,79,OK
2025-06-12T01:36,13.6,87,FAULT
2025-06-12T15:26,16.4,67,FAULT
2025-06-23T18:37,40.0,65,OK
2025-06-06T21:03,5.6,38,OK
2025-06-11T06:24,4.2,57,OK
2025-06-22T11:16,1.4,28,OK
2025-06-08T04:57,25.8,41,OK
2025-06-07T13:08,1.4,78,WARN
2025-06-27T05:25,13.1,76,OK
2025-06-27T14:25,27.2,24,WARN
2025-06-13T23:37,-1.2,41,OK
2025-06-03T02:56,29.1,50,OK
2025-06-12T17:27,38.6,52,OK
2025-06-26T17:42,30.2,21,FAULT
2025-06-23T12:44,26.9,30,WARN
2025-06-20T06:30,29.2,52,OK
2025-06-09T15:23,6.9,63,OK
2025-06-17T08:28,33.3,89,WARN
2025-06-01T01:35,33.4,55,OK
2025-06-06T20:38,4.2,76,OK
2025-06-15T00:10,34.5,36,WARN
2025-06-17T22:45,31.7,92,OK
2025-06-13T18:47,26.0,92,OK
